	patient	component_size	other	CD15-Tumor	CD15+Tumor	Tcell	Bcell	BnTcell	Macrophage	Neutrophil	DC
587	0217	97	0.3711340206185567	0.27835051546391754	0.0	0.30927835051546393	0.0	0.0	0.041237113402061855	0.0	0.0
588	0217	1759	0.4383172256964184	0.17680500284252415	0.0	0.2848209209778283	0.0062535531552018195	0.003979533826037522	0.0869812393405344	0.0022740193291642978	0.0005685048322910744
589	0217	239	0.5564853556485355	0.09623430962343096	0.0	0.22594142259414227	0.008368200836820083	0.0	0.11297071129707113	0.0	0.0
590	0217	1019	0.47497546614327774	0.07065750736015702	0.0	0.27968596663395484	0.020608439646712464	0.017664376840039256	0.13542688910696762	0.0	0.0009813542688910696
591	0217	253	0.34782608695652173	0.33201581027667987	0.0	0.16600790513833993	0.0	0.0	0.14624505928853754	0.007905138339920948	0.0
592	0217	126	0.3333333333333333	0.29365079365079366	0.0	0.23809523809523808	0.0	0.0	0.12698412698412698	0.007936507936507936	0.0
593	0217	145	0.3103448275862069	0.4482758620689655	0.0	0.19310344827586207	0.0	0.0	0.041379310344827586	0.006896551724137931	0.0
594	0217	113	0.4247787610619469	0.30973451327433627	0.0	0.17699115044247787	0.008849557522123894	0.0	0.07964601769911504	0.0	0.0
595	0217	132	0.5681818181818182	0.13636363636363635	0.0	0.16666666666666666	0.0	0.0	0.12878787878787878	0.0	0.0
596	0217	213	0.23943661971830985	0.3474178403755869	0.004694835680751174	0.22535211267605634	0.004694835680751174	0.0	0.1784037558685446	0.0	0.0
597	0217	193	0.47150259067357514	0.10362694300518134	0.0	0.17616580310880828	0.0	0.0	0.24870466321243523	0.0	0.0
598	0217	490	0.41836734693877553	0.1816326530612245	0.0020408163265306124	0.25510204081632654	0.0020408163265306124	0.0	0.14081632653061224	0.0	0.0
599	0217	479	0.36116910229645094	0.21294363256784968	0.0	0.20250521920668058	0.020876826722338204	0.008350730688935281	0.19206680584551147	0.0	0.0020876826722338203
600	0217	216	0.6620370370370371	0.013888888888888888	0.0	0.1712962962962963	0.009259259259259259	0.0	0.14351851851851852	0.0	0.0
601	0217	441	0.2766439909297052	0.31065759637188206	0.0022675736961451248	0.2789115646258503	0.011337868480725623	0.009070294784580499	0.08616780045351474	0.0022675736961451248	0.022675736961451247
602	0217	282	0.32978723404255317	0.3546099290780142	0.0	0.18439716312056736	0.0	0.0	0.13120567375886524	0.0	0.0
603	0311	54	0.09259259259259259	0.4444444444444444	0.018518518518518517	0.4444444444444444	0.0	0.0	0.0	0.0	0.0
604	0925	384	0.3932291666666667	0.1875	0.0	0.3307291666666667	0.0026041666666666665	0.0	0.057291666666666664	0.005208333333333333	0.0234375
605	0925	169	0.4970414201183432	0.14201183431952663	0.0	0.1893491124260355	0.005917159763313609	0.0	0.1242603550295858	0.0	0.04142011834319527
606	0925	662	0.5045317220543807	0.1283987915407855	0.006042296072507553	0.2537764350453172	0.0030211480362537764	0.0	0.0770392749244713	0.0030211480362537764	0.02416918429003021
607	0925	210	0.4523809523809524	0.2857142857142857	0.0	0.18571428571428572	0.004761904761904762	0.004761904761904762	0.06190476190476191	0.004761904761904762	0.0
